Time,Press,GeopAlt,Temp,RH,O3_mPa,O3_ppmv,O3_DU,Wind_Dir,Wind_Spd,TPump,O3CellI,GPS_Lat,GPS_Lon,GPS_Alt
sec,hPa,km,C,%,mPa,ppmv,DU,deg,m/s,C,uA,deg,deg,km
486,588.43,4.633,1.52,8,2.7797,0.0472,9,37,7.8,41.01,0.72,-1.3348,36.7449,9000
488,587.83,4.641,1.38,8,2.7798,0.0473,9.03,37,7.8,41.02,0.72,-1.3349,36.7448,9000
490,587.07,4.652,1.33,8,2.7798,0.0474,9.05,38,7.9,41.03,0.72,-1.335,36.7448,9000
492,586.31,4.662,1.28,8,2.7798,0.0474,9.08,38,7.9,41.03,0.72,-1.3351,36.7446,9000
494,585.7,4.67,1.26,8,2.7797,0.0475,9.1,39,8,41.02,0.72,-1.3353,36.7445,9000
496,585.17,4.678,1.24,7,2.7797,0.0475,9.12,40,7.9,41.02,0.72,-1.3354,36.7444,9000
100000,584.65,4.685,1.18,7,2.7796,0.0475,9.14,40,7.9,41.01,0.72,-1.3356,36.7443,9000
500,584.2,4.691,1.2,7,2.7796,0.0476,9.16,41,7.8,41.01,0.72,-1.3356,36.7441,9000
502,583.71,4.698,1.13,7,2.7796,0.0476,9.18,42,7.7,41.01,0.72,-1.3357,36.744,9000
504,583.22,4.705,1.02,7,2.7796,0.0477,9.2,42,7.6,41.01,0.72,-1.3358,36.7439,9000
506,582.78,4.711,1,6,2.7796,0.0477,9.21,43,7.5,41.01,0.72,-1.3359,36.7439,9000
508,582.31,4.717,1.05,6,2.7797,0.0477,9.23,44,7.3,41.02,0.72,-1.3361,36.7438,9000
510,581.86,4.723,1.04,6,2.7797,0.0478,9.25,44,7.2,41.02,0.72,-1.3361,36.7438,9000
512,581.38,4.73,0.94,6,2.7797,0.0478,9.27,44,7.1,41.02,0.72,-1.3362,36.7437,9000
514,580.94,4.736,0.83,6,2.7797,0.0478,9.28,45,7,41.02,0.72,-1.3363,36.7436,9000
516,580.48,4.742,0.8,6,2.7798,0.0479,9.3,45,6.9,41.03,0.72,-1.3363,36.7435,9000
518,580.04,4.748,0.79,6,2.7798,0.0479,9.32,46,6.8,41.03,0.72,-1.3364,36.7433,9000
520,579.59,4.755,0.76,6,2.7797,0.048,9.34,46,6.7,41.01,0.72,-1.3366,36.7433,9000
522,579.1,4.761,0.73,5,2.8205,0.0487,9.35,47,6.6,41.01,0.73,-1.3366,36.7432,9000
524,578.62,4.768,0.77,5,2.8205,0.0487,9.37,47,6.6,41.01,0.73,-1.3367,36.7431,9000
526,578.16,4.774,0.83,4,2.8205,0.0488,9.39,48,6.5,41.01,0.73,-1.3368,36.743,9000
528,577.72,4.78,0.91,4,2.8206,0.0488,9.41,49,6.4,41.01,0.73,-1.3369,36.7429,9000
530,577.24,4.787,0.98,4,2.8206,0.0489,9.43,49,6.3,41.01,0.73,-1.3369,36.7428,9000
532,576.76,4.794,0.95,3,2.8205,0.0489,9.44,50,6.3,41,0.73,-1.337,36.7427,9000
534,576.29,4.8,0.94,3,2.8205,0.0489,9.46,50,6.1,41,0.73,-1.3371,36.7427,9000
536,575.82,4.807,0.99,4,2.8205,0.049,9.48,50,6,41,0.73,-1.3371,36.7426,9000
538,575.29,4.814,0.98,4,2.8614,0.0497,9.5,51,5.9,41.01,0.74,-1.3372,36.7425,9000
540,574.79,4.821,0.94,5,2.8614,0.0498,9.52,51,5.7,41.01,0.74,-1.3373,36.7424,9000
542,574.32,4.828,1,5,2.8614,0.0498,9.54,51,5.6,41.01,0.74,-1.3373,36.7423,9000
544,573.85,4.834,1.09,5,2.8614,0.0499,9.56,51,5.4,41.01,0.74,-1.3374,36.7423,9000
546,573.33,4.842,1.15,5,2.8615,0.0499,9.58,51,5.2,41.01,0.74,-1.3375,36.7422,9000
548,572.79,4.849,1.23,4,2.8614,0.05,9.6,51,5.1,41,0.74,-1.3375,36.7421,9000
550,572.24,4.857,1.28,4,2.8613,0.05,9.62,50,4.9,40.99,0.74,-1.3375,36.7421,9000
552,571.74,4.864,1.31,4,2.8613,0.05,9.64,50,4.7,40.99,0.74,-1.3376,36.742,9000
554,571.24,4.871,1.44,4,2.8204,0.0494,9.66,49,4.6,40.99,0.73,-1.3377,36.742,9000
556,570.75,4.878,1.46,3,2.8613,0.0501,9.68,48,4.4,40.99,0.74,-1.3377,36.7419,9000
558,570.25,4.885,1.39,3,2.8613,0.0502,9.7,47,4.2,41,0.74,-1.3377,36.7418,9000
560,569.74,4.892,1.34,3,2.8614,0.0502,9.72,46,4.1,41.01,0.74,-1.3378,36.7418,9000
562,569.2,4.9,1.29,3,2.8614,0.0503,9.74,45,4,41.01,0.74,-1.3379,36.7417,9000
564,568.67,4.907,1.19,3,2.8614,0.0503,9.76,44,3.9,41.01,0.74,-1.3379,36.7417,9000
566,568.15,4.915,1.19,3,2.8614,0.0504,9.78,43,3.8,41.01,0.74,-1.3379,36.7417,9000
568,567.65,4.922,1.15,3,2.8614,0.0504,9.8,43,3.7,41.01,0.74,-1.338,36.7416,9000
570,567.14,4.929,1.06,3,2.8614,0.0505,9.82,42,3.6,41.01,0.74,-1.3381,36.7415,9000
572,566.59,4.937,1.01,3,2.8614,0.0505,9.84,42,3.6,41.01,0.74,-1.3381,36.7415,9000
574,566.09,4.944,0.94,3,2.8614,0.0505,9.86,41,3.6,41.01,0.74,-1.3381,36.7415,9000
576,565.58,4.951,0.89,3,2.8614,0.0506,9.89,42,3.6,41.01,0.74,-1.3382,36.7414,9000
578,565.05,4.959,0.81,3,2.8614,0.0506,9.91,42,3.6,41.01,0.74,-1.3383,36.7414,9000
580,564.54,4.966,0.78,3,2.8614,0.0507,9.93,42,3.6,41.01,0.74,-1.3383,36.7414,9000
582,564.03,4.973,0.82,3,2.8613,0.0507,9.95,43,3.7,41,0.74,-1.3383,36.7413,9000
584,563.45,4.981,0.84,3,2.8613,0.0508,9.97,44,3.7,41,0.74,-1.3384,36.7413,9000
586,562.89,4.989,0.82,3,2.8612,0.0508,9.99,45,3.8,40.99,0.74,-1.3384,36.7413,9000
588,562.39,4.996,0.82,3,2.8611,0.0509,10.01,46,3.8,40.98,0.74,-1.3385,36.7412,9000
590,561.89,5.003,0.82,3,2.8612,0.0509,10.03,47,3.9,40.99,0.74,-1.3386,36.7411,9000
592,561.43,5.01,0.83,3,2.8203,0.0502,10.05,48,3.9,40.98,0.73,-1.3386,36.7411,9000
594,560.97,5.017,0.8,3,2.8203,0.0503,10.07,49,4,40.98,0.73,-1.3386,36.7411,9000
596,560.47,5.024,0.69,3,2.8203,0.0503,10.09,50,4,40.98,0.73,-1.3387,36.741,9000
598,559.99,5.031,0.68,3,2.8203,0.0504,10.11,51,4.1,40.98,0.73,-1.3388,36.7409,9000
600,559.55,5.037,0.65,3,2.8203,0.0504,10.13,52,4.2,40.98,0.73,-1.3388,36.7408,9000
602,559.03,5.044,0.53,3,2.8203,0.0504,10.15,53,4.2,40.98,0.73,-1.3388,36.7408,9000
604,558.52,5.052,0.46,3,2.7794,0.0498,10.17,54,4.3,40.98,0.72,-1.3389,36.7408,9000
606,558.05,5.058,0.45,3,2.7794,0.0498,10.19,55,4.4,40.98,0.72,-1.3389,36.7407,9000
608,557.58,5.065,0.48,3,2.7793,0.0498,10.2,56,4.5,40.97,0.72,-1.3389,36.7406,9000
610,557.11,5.072,0.47,3,2.7793,0.0499,10.22,57,4.5,40.96,0.72,-1.339,36.7406,9000
612,556.62,5.079,0.4,3,2.7793,0.0499,10.24,58,4.6,40.97,0.72,-1.3391,36.7405,9000
614,556.13,5.086,0.27,3,2.7793,0.05,10.26,59,4.7,40.97,0.72,-1.3391,36.7404,9000
616,555.65,5.093,0.17,3,2.7794,0.05,10.28,59,4.8,40.97,0.72,-1.3391,36.7404,9000
618,555.19,5.1,0.1,3,2.7794,0.0501,10.3,60,5,40.97,0.72,-1.3392,36.7403,9000
620,554.7,5.107,0.06,3,2.7793,0.0501,10.32,61,5.1,40.96,0.72,-1.3392,36.7402,9000
622,554.26,5.113,0.02,3,2.7793,0.0501,10.34,61,5.2,40.97,0.72,-1.3393,36.7401,9000
624,553.78,5.12,0.02,3,2.7792,0.0502,10.35,62,5.3,40.96,0.72,-1.3393,36.7401,9000
626,553.26,5.128,0.01,3,2.7793,0.0502,10.37,62,5.5,40.97,0.72,-1.3394,36.74,9000
628,552.79,5.134,-0.05,3,2.7792,0.0503,10.39,63,5.6,40.96,0.72,-1.3394,36.7399,9000
630,552.32,5.141,-0.13,3,2.7792,0.0503,10.41,63,5.7,40.96,0.72,-1.3395,36.7398,9000
632,551.85,5.148,-0.15,3,2.7792,0.0504,10.43,63,5.8,40.96,0.72,-1.3395,36.7397,9000
634,551.38,5.155,-0.2,3,2.7792,0.0504,10.45,63,5.9,40.96,0.72,-1.3395,36.7396,9000
636,550.92,5.161,-0.21,3,2.7791,0.0504,10.47,63,6.1,40.95,0.72,-1.3396,36.7395,9000
638,550.45,5.168,-0.26,3,2.7383,0.0497,10.49,64,6.2,40.96,0.71,-1.3397,36.7394,9000
640,549.95,5.175,-0.35,3,2.7382,0.0498,10.51,64,6.3,40.95,0.71,-1.3397,36.7393,9000
642,549.49,5.182,-0.4,3,2.7382,0.0498,10.52,64,6.5,40.95,0.71,-1.3397,36.7392,9000
644,549.07,5.188,-0.39,3,2.7383,0.0499,10.54,65,6.6,40.95,0.71,-1.3398,36.7391,9000
646,548.62,5.195,-0.34,3,2.7383,0.0499,10.56,65,6.8,40.95,0.71,-1.3399,36.739,9000
648,548.17,5.201,-0.38,3,2.7383,0.05,10.58,66,6.9,40.95,0.71,-1.3399,36.7389,9000
650,547.7,5.208,-0.49,3,2.7382,0.05,10.59,66,7,40.94,0.71,-1.34,36.7387,9000
652,547.17,5.216,-0.58,3,2.7381,0.05,10.62,67,7.1,40.93,0.71,-1.34,36.7387,9000
654,546.66,5.223,-0.63,3,2.6972,0.0493,10.64,68,7.2,40.93,0.7,-1.3401,36.7386,9000
656,546.14,5.231,-0.67,3,2.6972,0.0494,10.66,68,7.3,40.93,0.7,-1.3402,36.7384,9000
658,545.55,5.24,-0.74,3,2.6973,0.0494,10.68,69,7.3,40.94,0.7,-1.3402,36.7383,9000
660,544.9,5.249,-0.83,3,2.6973,0.0495,10.7,69,7.3,40.94,0.7,-1.3403,36.7382,9000
662,544.2,5.259,-0.9,3,2.6974,0.0496,10.73,69,7.3,40.95,0.7,-1.3403,36.7381,9000
664,543.61,5.268,-0.87,4,2.7381,0.0504,10.75,69,7.2,40.93,0.71,-1.3403,36.7379,9000
666,543.14,5.275,-0.85,4,2.7381,0.0504,10.77,68,7.1,40.93,0.71,-1.3403,36.7377,9000
668,542.6,5.283,-0.86,5,2.6972,0.0497,10.8,67,7,40.92,0.7,-1.3403,36.7376,9000
670,541.91,5.293,-0.89,4,2.6971,0.0498,10.82,66,6.9,40.91,0.7,-1.3404,36.7375,9000
672,541.24,5.303,-0.95,4,2.6971,0.0498,10.85,65,6.8,40.91,0.7,-1.3404,36.7374,9000
674,540.63,5.312,-0.97,4,2.6971,0.0499,10.87,63,6.7,40.91,0.7,-1.3405,36.7373,9000
676,540.1,5.32,-0.94,3,2.6562,0.0492,10.89,62,6.5,40.91,0.69,-1.3406,36.7373,9000
678,539.66,5.326,-0.89,3,2.6561,0.0492,10.91,60,6.4,40.9,0.69,-1.3406,36.7372,9000
680,539.18,5.333,-0.84,4,2.6562,0.0493,10.93,59,6.3,40.91,0.69,-1.3408,36.7371,9000
682,538.72,5.34,-0.87,4,2.6562,0.0493,10.95,58,6.2,40.91,0.69,-1.3408,36.737,9000
684,538.31,5.346,-0.9,4,2.6561,0.0493,10.96,57,6.1,40.91,0.69,-1.3408,36.7369,9000
686,537.86,5.353,-0.92,4,2.6562,0.0494,10.98,56,6,40.91,0.69,-1.3409,36.7368,9000
688,537.45,5.359,-0.92,4,2.6562,0.0494,11,55,5.9,40.91,0.69,-1.341,36.7367,9000
690,536.99,5.366,-0.97,4,2.6562,0.0495,11.01,55,5.8,40.91,0.69,-1.3411,36.7366,9000
692,536.53,5.372,-0.98,4,2.6152,0.0487,11.03,55,5.7,40.9,0.68,-1.3411,36.7365,9000
694,536.08,5.379,-1.01,4,2.6561,0.0495,11.05,55,5.6,40.9,0.69,-1.3412,36.7364,9000
696,535.62,5.386,-1.01,4,2.6152,0.0488,11.07,55,5.5,40.9,0.68,-1.3413,36.7364,9000
698,535.18,5.392,-0.99,4,2.6152,0.0489,11.08,54,5.4,40.9,0.68,-1.3413,36.7363,9000
700,534.71,5.399,-1.03,4,2.6152,0.0489,11.1,54,5.2,40.9,0.68,-1.3413,36.7362,9000
702,534.28,5.406,-1.11,4,2.5743,0.0482,11.12,54,5.1,40.89,0.67,-1.3414,36.7361,9000
704,533.84,5.412,-1.19,4,2.5743,0.0482,11.14,54,5,40.89,0.67,-1.3415,36.736,9000
706,533.41,5.419,-1.22,4,2.5334,0.0475,11.15,54,4.9,40.89,0.66,-1.3415,36.736,9000
708,533,5.425,-1.31,5,2.5334,0.0475,11.17,54,4.9,40.89,0.66,-1.3415,36.7359,9000
710,532.59,5.431,-1.33,4,2.5333,0.0476,11.18,53,4.8,40.88,0.66,-1.3416,36.7358,9000
712,532.14,5.438,-1.38,4,2.5333,0.0476,11.2,53,4.7,40.88,0.66,-1.3416,36.7358,9000
714,531.66,5.445,-1.46,4,2.4925,0.0469,11.22,53,4.6,40.88,0.65,-1.3417,36.7357,9000
716,531.18,5.452,-1.53,4,2.5333,0.0477,11.24,52,4.6,40.87,0.66,-1.3417,36.7356,9000
718,530.7,5.459,-1.57,4,2.4924,0.047,11.25,52,4.5,40.87,0.65,-1.3418,36.7356,9000
720,530.26,5.466,-1.63,4,2.4924,0.047,11.27,52,4.5,40.87,0.65,-1.3418,36.7355,9000
722,529.83,5.472,-1.74,4,2.4923,0.047,11.29,52,4.4,40.86,0.65,-1.3419,36.7355,9000
724,529.36,5.479,-1.83,4,2.4923,0.0471,11.3,51,4.3,40.86,0.65,-1.342,36.7354,9000
726,528.89,5.487,-1.88,4,2.4923,0.0471,11.32,51,4.3,40.86,0.65,-1.342,36.7353,9000
728,528.42,5.494,-1.95,4,2.4923,0.0472,11.34,51,4.2,40.85,0.65,-1.342,36.7353,9000
730,527.96,5.501,-2,4,2.4923,0.0472,11.36,51,4.2,40.85,0.65,-1.3421,36.7352,9000
732,527.5,5.508,-2.05,5,2.4514,0.0465,11.37,52,4.1,40.85,0.64,-1.3421,36.7352,9000
734,527.06,5.514,-2.14,5,2.4514,0.0465,11.39,52,4.1,40.85,0.64,-1.3422,36.7351,9000
736,526.6,5.521,-2.21,5,2.4514,0.0466,11.41,52,4,40.85,0.64,-1.3422,36.735,9000
738,526.11,5.528,-2.29,6,2.4514,0.0466,11.42,53,4,40.85,0.64,-1.3423,36.735,9000
740,525.63,5.536,-2.35,6,2.4106,0.0459,11.44,54,3.9,40.85,0.63,-1.3423,36.735,9000
742,525.15,5.543,-2.4,6,2.4106,0.0459,11.46,55,3.9,40.85,0.63,-1.3424,36.7349,9000
744,524.63,5.551,-2.48,6,2.4105,0.0459,11.48,56,3.8,40.84,0.63,-1.3424,36.7348,9000
746,524.12,5.558,-2.56,6,2.4104,0.046,11.5,57,3.8,40.83,0.63,-1.3424,36.7348,9000
748,523.63,5.566,-2.65,6,2.4104,0.046,11.51,58,3.8,40.83,0.63,-1.3425,36.7348,9000
750,523.18,5.573,-2.71,7,2.4104,0.0461,11.53,59,3.8,40.84,0.63,-1.3425,36.7347,9000
752,522.71,5.58,-2.76,7,2.4104,0.0461,11.55,60,3.7,40.83,0.63,-1.3426,36.7346,9000
754,522.26,5.587,-2.8,7,2.3695,0.0454,11.56,61,3.7,40.83,0.62,-1.3426,36.7346,9000
756,521.79,5.594,-2.8,7,2.3695,0.0454,11.58,62,3.7,40.83,0.62,-1.3426,36.7345,9000
758,521.32,5.601,-2.87,8,2.3695,0.0455,11.6,63,3.7,40.83,0.62,-1.3426,36.7344,9000
760,520.85,5.608,-2.93,8,2.3286,0.0447,11.61,63,3.6,40.82,0.61,-1.3427,36.7344,9000
762,520.38,5.615,-2.95,9,2.3286,0.0447,11.63,64,3.6,40.82,0.61,-1.3427,36.7343,9000
764,519.91,5.622,-2.98,9,2.3286,0.0448,11.65,65,3.6,40.82,0.61,-1.3428,36.7343,9000
766,519.45,5.629,-2.99,11,2.3285,0.0448,11.66,66,3.5,40.81,0.61,-1.3428,36.7342,9000
768,519,5.636,-3,12,2.3285,0.0449,11.68,66,3.4,40.81,0.61,-1.3428,36.7342,9000
770,518.54,5.643,-3.04,13,2.3285,0.0449,11.7,67,3.4,40.81,0.61,-1.3428,36.7341,9000
772,518.01,5.651,-3.12,14,2.2876,0.0442,11.71,68,3.3,40.8,0.6,-1.3428,36.7341,9000
774,517.48,5.659,-3.21,15,2.2876,0.0442,11.73,68,3.2,40.8,0.6,-1.3429,36.7341,9000
776,516.98,5.667,-3.23,16,2.2875,0.0442,11.75,69,3.1,40.79,0.6,-1.3429,36.734,9000
778,516.46,5.675,-3.21,18,2.2467,0.0435,11.77,70,3,40.79,0.59,-1.3429,36.7339,9000
780,515.96,5.683,-3.24,20,2.2467,0.0435,11.79,71,2.9,40.79,0.59,-1.3429,36.7339,9000
782,515.51,5.689,-3.31,20,2.2467,0.0436,11.8,72,2.7,40.79,0.59,-1.3429,36.7339,9000
784,515.05,5.696,-3.39,20,2.2467,0.0436,11.82,73,2.6,40.79,0.59,-1.343,36.7338,9000
786,514.57,5.704,-3.48,21,2.2058,0.0429,11.83,74,2.4,40.78,0.58,-1.343,36.7337,9000
788,514.1,5.711,-3.54,21,2.2058,0.0429,11.85,76,2.2,40.78,0.58,-1.343,36.7337,9000
790,513.63,5.718,-3.61,22,2.2058,0.0429,11.86,77,2,40.78,0.58,-1.343,36.7337,9000
792,513.13,5.726,-3.72,22,2.2058,0.043,11.88,78,1.8,40.78,0.58,-1.343,36.7336,9000
794,512.64,5.734,-3.79,23,2.2057,0.043,11.9,80,1.6,40.77,0.58,-1.343,36.7336,9000
796,512.1,5.742,-3.83,23,2.2056,0.0431,11.92,80,1.4,40.76,0.58,-1.3431,36.7336,9000
798,511.46,5.752,-3.89,25,2.2056,0.0431,11.94,81,1.2,40.76,0.58,-1.3431,36.7336,9000
800,510.74,5.763,-3.99,29,2.2057,0.0432,11.96,81,1.1,40.76,0.58,-1.343,36.7336,9000
802,510.03,5.774,-4.04,31,2.1647,0.0424,11.99,80,1,40.75,0.57,-1.343,36.7336,9000
804,509.36,5.784,-4.13,33,2.1647,0.0425,12.01,78,1,40.75,0.57,-1.3429,36.7336,9000
806,508.7,5.794,-4.25,34,2.1648,0.0426,12.03,77,1,40.76,0.57,-1.3429,36.7336,9000
808,508.03,5.805,-4.39,36,2.124,0.0418,12.05,75,1,40.77,0.56,-1.3429,36.7336,9000
810,507.41,5.814,-4.41,38,2.124,0.0419,12.07,74,1.1,40.77,0.56,-1.343,36.7336,9000
812,506.87,5.823,-4.36,40,2.124,0.0419,12.09,74,1.2,40.78,0.56,-1.343,36.7335,9000
814,506.39,5.83,-4.29,47,2.0831,0.0411,12.11,74,1.3,40.77,0.55,-1.3431,36.7335,9000
816,505.92,5.838,-4.31,54,2.0831,0.0412,12.12,75,1.4,40.76,0.55,-1.3431,36.7334,9000
818,505.47,5.845,-4.26,57,2.0829,0.0412,12.14,76,1.5,40.74,0.55,-1.3431,36.7334,9000
820,505.04,5.851,-4.11,60,2.0829,0.0412,12.15,77,1.6,40.73,0.55,-1.3431,36.7335,9000
822,504.6,5.858,-4.06,60,2.0829,0.0413,12.17,78,1.7,40.73,0.55,-1.3431,36.7334,9000
824,504.19,5.865,-4.05,59,2.0829,0.0413,12.18,80,1.7,40.73,0.55,-1.3431,36.7333,9000
826,503.74,5.872,-4.07,59,2.0829,0.0413,12.19,81,1.8,40.73,0.55,-1.3431,36.7333,9000
828,503.29,5.879,-4.12,59,2.0829,0.0414,12.21,82,1.8,40.73,0.55,-1.3431,36.7333,9000
830,502.86,5.885,-4.08,58,2.0828,0.0414,12.22,84,1.8,40.72,0.55,-1.3431,36.7333,9000
832,502.39,5.893,-4.13,57,2.0828,0.0415,12.24,84,1.8,40.71,0.55,-1.3431,36.7332,9000
834,501.92,5.9,-4.23,56,2.0828,0.0415,12.25,85,1.8,40.71,0.55,-1.3431,36.7332,9000
836,501.51,5.907,-4.27,56,2.0828,0.0415,12.27,85,1.9,40.71,0.55,-1.3431,36.7332,9000
838,501.11,5.913,-4.23,56,2.0828,0.0416,12.28,85,1.9,40.71,0.55,-1.3431,36.7332,9000
840,500.66,5.92,-4.28,55,2.0827,0.0416,12.3,85,1.9,40.7,0.55,-1.3431,36.7331,9000
842,500.21,5.927,-4.38,55,2.0826,0.0416,12.31,85,1.9,40.69,0.55,-1.3431,36.7331,9000
844,499.76,5.934,-4.47,56,2.0826,0.0417,12.32,84,1.9,40.69,0.55,-1.3431,36.7331,9000
846,499.32,5.941,-4.53,56,2.0826,0.0417,12.34,83,1.9,40.69,0.55,-1.3431,36.733,9000
848,498.9,5.948,-4.57,55,2.0826,0.0417,12.35,81,1.9,40.69,0.55,-1.3431,36.733,9000
850,498.47,5.955,-4.63,55,2.0826,0.0418,12.37,80,1.9,40.69,0.55,-1.3431,36.733,9000
852,498.02,5.962,-4.68,55,2.0826,0.0418,12.38,78,2,40.69,0.55,-1.3431,36.7329,9000
854,497.58,5.969,-4.73,55,2.0826,0.0419,12.4,76,2,40.69,0.55,-1.3432,36.7329,9000
856,497.15,5.976,-4.81,55,2.0826,0.0419,12.41,74,2,40.69,0.55,-1.3432,36.7328,9000
858,496.73,5.982,-4.89,55,2.0825,0.0419,12.42,72,2,40.67,0.55,-1.3431,36.7328,9000
860,496.28,5.989,-4.95,54,2.0825,0.042,12.44,70,2,40.67,0.55,-1.3432,36.7328,9000
862,495.84,5.996,-5,53,2.0825,0.042,12.45,68,2,40.67,0.55,-1.3432,36.7327,9000
864,495.4,6.003,-5.03,52,2.0825,0.042,12.47,66,2,40.67,0.55,-1.3432,36.7327,9000
866,494.97,6.01,-4.95,53,2.1233,0.0429,12.48,64,2,40.66,0.56,-1.3432,36.7327,9000
868,494.56,6.016,-4.92,53,2.1233,0.0429,12.5,62,2,40.66,0.56,-1.3432,36.7326,9000
870,494.13,6.023,-5.03,54,2.1233,0.043,12.51,61,2,40.66,0.56,-1.3433,36.7326,9000
872,493.71,6.03,-5.1,54,2.1232,0.043,12.53,60,1.9,40.66,0.56,-1.3433,36.7326,9000
874,493.29,6.037,-5.14,54,2.0824,0.0422,12.54,60,1.9,40.66,0.55,-1.3433,36.7326,9000
876,492.88,6.043,-5.19,54,2.0825,0.0423,12.55,60,1.9,40.67,0.55,-1.3433,36.7325,9000
878,492.47,6.05,-5.17,54,2.0824,0.0423,12.57,60,1.9,40.66,0.55,-1.3433,36.7325,9000
880,492.07,6.056,-5.11,53,2.0823,0.0423,12.58,61,1.8,40.65,0.55,-1.3434,36.7325,9000
882,491.62,6.063,-5.07,51,2.0823,0.0424,12.6,61,1.8,40.64,0.55,-1.3434,36.7324,9000
884,491.08,6.072,-5.02,47,2.0823,0.0424,12.61,62,1.8,40.64,0.55,-1.3434,36.7324,9000
886,490.63,6.079,-4.95,44,2.0822,0.0424,12.63,62,1.7,40.63,0.55,-1.3434,36.7324,9000
888,490.23,6.086,-4.9,42,2.0823,0.0425,12.64,62,1.7,40.64,0.55,-1.3433,36.7324,9000
890,489.76,6.093,-4.83,39,2.123,0.0433,12.66,62,1.7,40.62,0.56,-1.3434,36.7324,9000
892,489.29,6.101,-4.83,36,2.123,0.0434,12.67,62,1.7,40.62,0.56,-1.3434,36.7323,9000
894,488.87,6.108,-4.79,32,2.123,0.0434,12.69,62,1.7,40.62,0.56,-1.3434,36.7323,9000
896,488.45,6.114,-4.84,28,2.123,0.0435,12.7,62,1.7,40.62,0.56,-1.3434,36.7323,9000
898,488,6.122,-4.92,25,2.123,0.0435,12.72,61,1.7,40.62,0.56,-1.3434,36.7322,9000
900,487.56,6.129,-5,27,2.1229,0.0435,12.73,61,1.7,40.61,0.56,-1.3435,36.7323,9000
902,487.13,6.135,-5.07,27,2.1229,0.0436,12.75,61,1.7,40.61,0.56,-1.3435,36.7323,9000
904,486.7,6.142,-5.15,27,2.1229,0.0436,12.76,61,1.7,40.61,0.56,-1.3435,36.7322,9000
906,486.28,6.149,-5.24,27,2.1229,0.0437,12.78,61,1.8,40.61,0.56,-1.3436,36.7321,9000
908,485.86,6.156,-5.38,28,2.1229,0.0437,12.79,62,1.7,40.61,0.56,-1.3436,36.7321,9000
910,485.46,6.162,-5.42,29,2.1637,0.0446,12.81,63,1.7,40.6,0.57,-1.3436,36.7321,9000
912,485.09,6.168,-5.46,29,2.1637,0.0446,12.82,63,1.7,40.6,0.57,-1.3436,36.7321,9000
914,484.67,6.175,-5.55,30,2.1636,0.0446,12.83,64,1.7,40.59,0.57,-1.3436,36.732,9000
916,484.24,6.182,-5.6,31,2.1636,0.0447,12.85,64,1.7,40.59,0.57,-1.3436,36.732,9000
918,483.86,6.188,-5.6,30,2.1636,0.0447,12.86,65,1.6,40.58,0.57,-1.3436,36.732,9000
920,483.5,6.194,-5.65,29,2.1636,0.0447,12.88,65,1.6,40.58,0.57,-1.3436,36.732,9000
922,483.1,6.201,-5.65,32,2.1635,0.0448,12.89,64,1.6,40.57,0.57,-1.3436,36.732,9000
924,482.62,6.208,-5.67,35,2.1635,0.0448,12.91,64,1.5,40.57,0.57,-1.3437,36.7319,9000
926,482.19,6.215,-5.66,35,2.2042,0.0457,12.92,63,1.4,40.56,0.58,-1.3437,36.7319,9000
928,481.79,6.222,-5.61,32,2.1634,0.0449,12.94,61,1.4,40.55,0.57,-1.3437,36.7319,9000
930,481.36,6.229,-5.66,28,2.2042,0.0458,12.95,59,1.3,40.56,0.58,-1.3437,36.7319,9000
932,480.94,6.236,-5.71,25,2.2043,0.0458,12.97,57,1.2,40.56,0.58,-1.3437,36.7318,9000
934,480.55,6.242,-5.75,23,2.2042,0.0459,12.98,54,1.2,40.55,0.58,-1.3437,36.7318,9000
936,480.15,6.249,-5.77,24,2.2042,0.0459,13,51,1.1,40.55,0.58,-1.3437,36.7318,9000
938,479.76,6.255,-5.83,31,2.2042,0.0459,13.01,48,1.1,40.56,0.58,-1.3437,36.7318,9000
940,479.36,6.262,-5.89,41,2.2041,0.046,13.02,45,1,40.55,0.58,-1.3438,36.7318,9000
942,478.92,6.269,-5.92,45,2.2041,0.046,13.04,43,1,40.54,0.58,-1.3438,36.7318,9000
944,478.46,6.276,-5.97,45,2.2041,0.0461,13.06,40,1,40.54,0.58,-1.3438,36.7318,9000
946,478.04,6.283,-6.01,45,2.2041,0.0461,13.07,38,1,40.54,0.58,-1.3438,36.7318,9000
948,477.65,6.29,-6.05,45,2.2041,0.0461,13.09,37,1,40.54,0.58,-1.3438,36.7318,9000
950,477.2,6.297,-6.13,45,2.2041,0.0462,13.1,36,1,40.54,0.58,-1.3438,36.7318,9000
952,476.8,6.304,-6.23,45,2.2041,0.0462,13.12,36,1,40.54,0.58,-1.3438,36.7317,9000
954,476.42,6.31,-6.23,44,2.204,0.0463,13.13,37,1.1,40.53,0.58,-1.3439,36.7317,9000
956,476.03,6.316,-6.17,43,2.204,0.0463,13.15,37,1.1,40.53,0.58,-1.3439,36.7317,9000
958,475.61,6.323,-6.18,39,2.204,0.0463,13.16,37,1.2,40.53,0.58,-1.3439,36.7317,9000
960,475.22,6.33,-6.21,36,2.1631,0.0455,13.18,38,1.2,40.52,0.57,-1.3439,36.7317,9000
962,474.83,6.336,-6.27,35,2.2039,0.0464,13.19,39,1.3,40.52,0.58,-1.3439,36.7317,9000
