Time,Press,GeopAlt,Temp,RH,O3_mPa,O3_ppmv,O3_DU,Wind_Dir,Wind_Spd,TPump,O3CellI,GPS_Lat,GPS_Lon,GPS_Alt
sec,hPa,km,C,%,mPa,ppmv,DU,deg,m/s,C,uA,deg,deg,km
1328,399.67,7.659,-15.91,30,2.4432,0.0611,16.46,110,4.1,39.8,0.64,-1.3444,36.7232,9000
1330,399.24,7.667,-16.04,28,2.4024,0.0602,16.48,109,4.1,39.79,0.63,-1.3444,36.7231,9000
1332,398.82,7.675,-16.1,28,2.4024,0.0602,16.5,107,4.2,39.79,0.63,-1.3443,36.723,9000
1334,398.38,7.683,-16.08,27,2.4023,0.0603,16.53,106,4.3,39.78,0.63,-1.3443,36.723,9000
1336,397.91,7.692,-16.11,28,2.4023,0.0604,16.55,105,4.4,39.78,0.63,-1.3443,36.7229,9000
1338,397.48,7.7,-16.14,29,2.3615,0.0594,16.57,104,4.6,39.77,0.62,-1.3442,36.7228,9000
1340,397.06,7.708,-16.13,29,2.3615,0.0595,16.59,104,4.8,39.77,0.62,-1.3443,36.7227,9000
1342,396.62,7.716,-16.2,30,2.3615,0.0595,16.61,103,5,39.77,0.62,-1.3443,36.7226,9000
1344,396.19,7.725,-16.27,31,2.3208,0.0586,16.63,104,5.2,39.76,0.61,-1.3442,36.7226,9000
1346,395.77,7.733,-16.34,31,2.3207,0.0586,16.65,104,5.5,39.75,0.61,-1.3442,36.7224,9000
1348,395.34,7.741,-16.44,32,2.3207,0.0587,16.67,105,5.8,39.75,0.61,-1.3442,36.7224,9000
1350,394.86,7.75,-16.6,32,2.2799,0.0577,16.69,106,6.1,39.74,0.6,-1.3442,36.7223,9000
1352,394.36,7.759,-16.67,33,2.2798,0.0578,16.71,106,6.5,39.73,0.6,-1.3442,36.7222,9000
1354,393.82,7.77,-16.65,33,2.2798,0.0579,16.74,107,6.9,39.73,0.6,-1.3442,36.7221,9000
1356,393.23,7.781,-16.66,33,2.2798,0.058,16.76,108,7.2,39.73,0.6,-1.3442,36.722,9000
1358,392.68,7.791,-16.73,32,2.2391,0.057,16.79,109,7.6,39.72,0.59,-1.3441,36.7219,9000
1360,392.17,7.801,-16.84,30,2.239,0.0571,16.81,110,8,39.72,0.59,-1.344,36.7217,9000
1362,391.59,7.812,-16.93,26,2.1983,0.0561,16.84,110,8.3,39.72,0.58,-1.3439,36.7215,9000
1364,390.95,7.825,-17.04,22,2.1983,0.0562,16.87,111,8.5,39.72,0.58,-1.3439,36.7214,9000
1366,390.29,7.837,-17.02,18,2.1576,0.0553,16.9,112,8.8,39.72,0.57,-1.3438,36.7213,9000
1368,389.67,7.849,-16.94,14,2.1575,0.0554,16.92,112,8.9,39.71,0.57,-1.3437,36.7211,9000
1370,389.16,7.859,-16.96,12,2.1168,0.0544,16.95,113,9,39.7,0.56,-1.3437,36.7209,9000
1372,388.74,7.867,-17.04,11,2.1166,0.0544,16.96,114,9.1,39.68,0.56,-1.3437,36.7207,9000
1374,388.32,7.875,-16.94,7,2.1166,0.0545,16.98,114,9.1,39.67,0.56,-1.3436,36.7205,9000
1376,387.91,7.883,-16.86,5,2.1166,0.0546,17,115,9,39.67,0.56,-1.3435,36.7204,9000
1378,387.51,7.891,-16.85,5,2.1166,0.0546,17.02,116,9,39.67,0.56,-1.3434,36.7203,9000
1380,387.12,7.898,-16.9,5,2.1165,0.0547,17.03,117,8.9,39.66,0.56,-1.3433,36.7201,9000
1382,386.75,7.905,-16.97,5,2.0758,0.0537,17.05,118,8.8,39.66,0.55,-1.3433,36.72,9000
1384,386.39,7.912,-17.03,4,2.0757,0.0537,17.06,119,8.8,39.65,0.55,-1.3432,36.7199,9000
1386,386.03,7.919,-17.1,4,2.0757,0.0538,17.08,119,8.7,39.65,0.55,-1.3431,36.7198,9000
1388,385.64,7.927,-17.18,4,2.0757,0.0538,17.1,120,8.7,39.64,0.55,-1.343,36.7197,9000
1390,385.25,7.935,-17.24,5,2.035,0.0528,17.11,120,8.8,39.64,0.54,-1.3429,36.7195,9000
1392,384.88,7.942,-17.27,5,2.0757,0.0539,17.13,120,8.8,39.64,0.55,-1.3429,36.7194,9000
1394,384.5,7.949,-17.28,5,2.0349,0.0529,17.14,120,8.8,39.63,0.54,-1.3428,36.7193,9000
1396,384.09,7.957,-17.29,5,2.0349,0.053,17.16,120,8.9,39.63,0.54,-1.3427,36.7191,9000
1398,383.69,7.965,-17.28,6,2.0755,0.0541,17.18,120,8.9,39.62,0.55,-1.3426,36.7189,9000
1400,383.32,7.972,-17.28,6,2.0755,0.0541,17.19,119,9,39.62,0.55,-1.3425,36.7188,9000
1402,382.96,7.979,-17.31,6,2.0349,0.0531,17.21,119,9.1,39.62,0.54,-1.3425,36.7187,9000
1404,382.62,7.986,-17.37,6,2.0755,0.0542,17.22,118,9.1,39.61,0.55,-1.3424,36.7185,9000
1406,382.24,7.993,-17.42,6,2.0755,0.0543,17.24,118,9.2,39.61,0.55,-1.3423,36.7183,9000
1408,381.86,8.001,-17.44,7,2.0348,0.0533,17.26,117,9.3,39.61,0.54,-1.3422,36.7182,9000
1410,381.52,8.007,-17.46,7,2.0347,0.0533,17.27,117,9.3,39.6,0.54,-1.3421,36.7181,9000
1412,381.15,8.015,-17.57,8,2.0347,0.0534,17.29,117,9.4,39.6,0.54,-1.3421,36.7179,9000
1414,380.75,8.023,-17.68,8,2.0346,0.0534,17.3,116,9.4,39.59,0.54,-1.342,36.7177,9000
1416,380.39,8.03,-17.69,9,2.0345,0.0535,17.32,116,9.5,39.58,0.54,-1.3419,36.7176,9000
1418,380.02,8.037,-17.73,9,2.0345,0.0535,17.33,116,9.5,39.58,0.54,-1.3418,36.7175,9000
1420,379.63,8.045,-17.8,7,2.0345,0.0536,17.35,116,9.6,39.57,0.54,-1.3418,36.7173,9000
1422,379.29,8.051,-17.84,6,2.0345,0.0536,17.36,116,9.6,39.57,0.54,-1.3417,36.7172,9000
1424,378.9,8.059,-17.89,5,2.0752,0.0548,17.38,116,9.7,39.57,0.55,-1.3416,36.717,9000
1426,378.51,8.067,-17.91,5,2.0752,0.0548,17.4,116,9.7,39.57,0.55,-1.3416,36.7168,9000
1428,378.16,8.074,-17.93,5,2.0751,0.0549,17.41,116,9.8,39.56,0.55,-1.3414,36.7167,9000
1430,377.8,8.081,-17.92,5,2.0751,0.0549,17.43,116,9.8,39.55,0.55,-1.3413,36.7165,9000
1432,377.43,8.088,-17.89,4,2.0344,0.0539,17.44,116,9.8,39.55,0.54,-1.3413,36.7164,9000
1434,377.06,8.095,-17.96,4,2.0343,0.054,17.46,116,9.8,39.54,0.54,-1.3412,36.7162,9000
1436,376.7,8.103,-18.04,4,2.0344,0.054,17.48,116,9.9,39.55,0.54,-1.3411,36.716,9000
1438,376.32,8.11,-18.1,5,2.0343,0.0541,17.49,116,9.9,39.54,0.54,-1.341,36.7159,9000
1440,375.97,8.117,-18.18,5,1.9936,0.053,17.51,116,9.9,39.53,0.53,-1.341,36.7157,9000
1442,375.6,8.124,-18.26,5,1.9935,0.0531,17.52,116,9.9,39.52,0.53,-1.3409,36.7155,9000
1444,375.24,8.132,-18.33,5,1.9935,0.0531,17.54,116,9.9,39.52,0.53,-1.3408,36.7154,9000
1446,374.9,8.138,-18.4,5,1.9934,0.0532,17.55,116,10,39.51,0.53,-1.3407,36.7153,9000
1448,374.54,8.146,-18.49,6,1.9934,0.0532,17.57,116,10,39.51,0.53,-1.3407,36.7151,9000
1450,374.18,8.153,-18.58,6,1.9934,0.0533,17.58,116,10,39.51,0.53,-1.3406,36.7149,9000
1452,373.81,8.16,-18.67,6,1.9934,0.0533,17.6,116,10,39.51,0.53,-1.3405,36.7148,9000
1454,373.48,8.167,-18.71,7,1.9526,0.0523,17.61,117,10.1,39.48,0.52,-1.3404,36.7146,9000
1456,373.13,8.174,-18.75,7,1.9526,0.0523,17.63,117,10.1,39.48,0.52,-1.3403,36.7144,9000
1458,372.77,8.181,-18.85,7,1.9526,0.0524,17.64,117,10.1,39.48,0.52,-1.3402,36.7143,9000
1460,372.42,8.188,-18.95,7,1.9932,0.0535,17.66,117,10.1,39.47,0.53,-1.3401,36.7141,9000
1462,372.06,8.195,-19,7,2.0339,0.0547,17.67,117,10.1,39.47,0.54,-1.3401,36.7139,9000
1464,371.71,8.202,-18.99,6,2.0746,0.0558,17.69,117,10.1,39.47,0.55,-1.34,36.7137,9000
1466,371.35,8.209,-19.1,6,2.0746,0.0559,17.7,117,10.1,39.47,0.55,-1.3399,36.7136,9000
1468,371.01,8.216,-19.17,6,2.0745,0.0559,17.72,117,10,39.46,0.55,-1.3398,36.7134,9000
1470,370.67,8.223,-19.18,6,2.0338,0.0549,17.73,117,10,39.46,0.54,-1.3397,36.7133,9000
1472,370.34,8.229,-19.21,6,1.9931,0.0538,17.75,118,10,39.46,0.53,-1.3396,36.7131,9000
1474,370,8.236,-19.28,6,1.9523,0.0528,17.76,118,10,39.45,0.52,-1.3396,36.713,9000
1476,369.63,8.244,-19.35,6,1.9522,0.0528,17.78,118,10,39.43,0.52,-1.3395,36.7128,9000
1478,369.29,8.25,-19.39,6,1.9522,0.0529,17.79,118,10,39.42,0.52,-1.3394,36.7127,9000
1480,368.92,8.258,-19.46,5,1.9928,0.054,17.81,119,9.9,39.42,0.53,-1.3393,36.7125,9000
1482,368.56,8.265,-19.47,5,1.9522,0.053,17.82,119,9.9,39.42,0.52,-1.3392,36.7123,9000
1484,368.24,8.272,-19.46,5,1.9928,0.0541,17.83,120,9.9,39.41,0.53,-1.3392,36.7122,9000
1486,367.9,8.278,-19.53,5,1.9928,0.0542,17.85,121,9.8,39.41,0.53,-1.339,36.712,9000
1488,367.53,8.286,-19.64,5,1.9927,0.0542,17.86,121,9.7,39.39,0.53,-1.3389,36.7119,9000
1490,367.15,8.294,-19.71,7,1.9926,0.0543,17.88,122,9.6,39.38,0.53,-1.3389,36.7117,9000
1492,366.77,8.301,-19.75,8,1.9925,0.0543,17.9,123,9.5,39.37,0.53,-1.3388,36.7115,9000
1494,366.36,8.31,-19.82,11,1.9925,0.0544,17.91,124,9.4,39.36,0.53,-1.3387,36.7114,9000
1496,365.92,8.318,-19.85,14,1.9925,0.0545,17.93,125,9.3,39.36,0.53,-1.3386,36.7113,9000
1498,365.42,8.329,-19.83,17,1.9924,0.0545,17.96,126,9.1,39.35,0.53,-1.3385,36.7111,9000
1500,364.89,8.339,-19.87,19,2.0331,0.0557,17.98,127,9,39.35,0.54,-1.3384,36.7109,9000
1502,364.38,8.35,-19.95,20,1.9925,0.0547,18,128,8.8,39.36,0.53,-1.3382,36.7108,9000
1504,364,8.358,-19.99,20,1.9924,0.0547,18.02,130,8.7,39.35,0.53,-1.3382,36.7108,9000
1506,363.66,8.365,-19.95,20,1.9518,0.0537,18.03,131,8.6,39.35,0.52,-1.3381,36.7107,9000
1508,363.3,8.372,-19.94,20,1.9516,0.0537,18.05,132,8.5,39.33,0.52,-1.338,36.7106,9000
1510,362.96,8.379,-19.95,19,1.9516,0.0538,18.06,133,8.4,39.33,0.52,-1.3379,36.7105,9000
1512,362.59,8.386,-19.91,18,1.9516,0.0538,18.08,135,8.4,39.33,0.52,-1.3378,36.7103,9000
1514,362.22,8.394,-19.88,17,1.9516,0.0539,18.09,136,8.3,39.33,0.52,-1.3377,36.7102,9000
1516,361.91,8.4,-19.82,16,1.9922,0.055,18.11,137,8.3,39.31,0.53,-1.3376,36.7101,9000
1518,361.55,8.408,-19.86,15,1.9922,0.0551,18.12,138,8.3,39.31,0.53,-1.3375,36.7101,9000
1520,361.22,8.414,-19.96,15,1.9921,0.0551,18.14,138,8.4,39.3,0.53,-1.3373,36.7099,9000
1522,360.91,8.421,-20.02,14,2.0327,0.0563,18.15,139,8.4,39.29,0.54,-1.3372,36.7098,9000
1524,360.6,8.427,-20.05,13,2.0734,0.0575,18.16,140,8.4,39.29,0.55,-1.3371,36.7097,9000
1526,360.27,8.434,-20.11,13,2.0733,0.0575,18.18,140,8.5,39.28,0.55,-1.337,36.7096,9000
1528,359.94,8.441,-20.18,13,2.0733,0.0576,18.19,141,8.5,39.29,0.55,-1.3368,36.7096,9000
1530,359.61,8.448,-20.21,13,2.0732,0.0577,18.21,141,8.5,39.28,0.55,-1.3367,36.7095,9000
1532,359.3,8.454,-20.27,13,2.0732,0.0577,18.22,142,8.6,39.28,0.55,-1.3366,36.7094,9000
1534,358.96,8.461,-20.37,13,2.0731,0.0578,18.24,142,8.6,39.26,0.55,-1.3365,36.7093,9000
1536,358.62,8.468,-20.44,13,2.1137,0.0589,18.25,143,8.6,39.25,0.56,-1.3363,36.7092,9000
1538,358.27,8.475,-20.42,13,2.1136,0.059,18.27,144,8.5,39.24,0.56,-1.3362,36.7091,9000
1540,357.88,8.483,-20.49,13,2.1136,0.0591,18.29,144,8.5,39.24,0.56,-1.3361,36.709,9000
1542,357.51,8.491,-20.61,13,2.1136,0.0591,18.31,145,8.5,39.24,0.56,-1.336,36.7089,9000
1544,357.13,8.499,-20.7,14,2.1136,0.0592,18.32,146,8.4,39.24,0.56,-1.3358,36.7088,9000
1546,356.74,8.507,-20.81,15,2.1136,0.0592,18.34,147,8.4,39.23,0.56,-1.3357,36.7087,9000
1548,356.34,8.515,-20.87,15,2.1136,0.0593,18.36,149,8.4,39.23,0.56,-1.3356,36.7086,9000
1550,355.94,8.523,-20.9,16,2.1541,0.0605,18.38,150,8.3,39.21,0.57,-1.3355,36.7085,9000
1552,355.52,8.532,-20.96,18,2.1541,0.0606,18.4,151,8.3,39.21,0.57,-1.3353,36.7084,9000
1554,355.08,8.541,-21.06,20,2.1541,0.0607,18.42,152,8.3,39.21,0.57,-1.3352,36.7084,9000
1556,354.66,8.55,-21.15,23,2.154,0.0607,18.44,153,8.2,39.2,0.57,-1.3351,36.7083,9000
1558,354.23,8.559,-21.26,29,2.154,0.0608,18.46,154,8.2,39.2,0.57,-1.3349,36.7083,9000
1560,353.75,8.569,-21.26,34,2.1133,0.0597,18.48,155,8.2,39.18,0.56,-1.3348,36.7082,9000
1562,353.2,8.58,-21.39,34,2.1133,0.0598,18.51,155,8.1,39.18,0.56,-1.3347,36.7081,9000
1564,352.69,8.591,-21.48,35,2.1133,0.0599,18.53,155,8.1,39.18,0.56,-1.3345,36.708,9000
1566,352.26,8.6,-21.53,38,2.1132,0.06,18.55,156,8,39.17,0.56,-1.3343,36.7081,9000
1568,351.88,8.608,-21.62,45,2.0725,0.0589,18.57,156,8,39.16,0.55,-1.3342,36.708,9000
1570,351.54,8.615,-21.73,49,2.0724,0.059,18.59,156,7.9,39.15,0.55,-1.3341,36.708,9000
1572,351.19,8.622,-21.78,50,2.0317,0.0579,18.6,155,7.9,39.14,0.54,-1.334,36.7079,9000
1574,350.86,8.629,-21.84,50,2.0317,0.0579,18.62,155,7.8,39.14,0.54,-1.3338,36.7078,9000
1576,350.51,8.637,-21.91,50,1.9504,0.0556,18.63,155,7.7,39.13,0.52,-1.3337,36.7077,9000
1578,350.15,8.644,-21.96,50,1.9503,0.0557,18.65,154,7.6,39.12,0.52,-1.3336,36.7077,9000
1580,349.83,8.651,-22.02,51,1.9097,0.0546,18.66,154,7.6,39.12,0.51,-1.3335,36.7076,9000
1582,349.47,8.658,-22.08,51,1.869,0.0535,18.68,154,7.5,39.12,0.5,-1.3333,36.7076,9000
1584,349.11,8.666,-22.16,52,1.869,0.0535,18.7,153,7.4,39.12,0.5,-1.3332,36.7075,9000
1586,348.76,8.674,-22.2,53,1.869,0.0536,18.71,153,7.4,39.12,0.5,-1.3331,36.7074,9000
1588,348.43,8.68,-22.23,55,1.869,0.0536,18.72,153,7.3,39.11,0.5,-1.333,36.7074,9000
1590,348.07,8.688,-22.29,57,1.8283,0.0525,18.74,153,7.3,39.1,0.49,-1.3328,36.7073,9000
1592,347.71,8.696,-22.4,58,1.8283,0.0526,18.75,153,7.2,39.1,0.49,-1.3327,36.7073,9000
1594,347.38,8.703,-22.45,60,1.8282,0.0526,18.77,152,7.2,39.09,0.49,-1.3326,36.7072,9000
1596,347.04,8.71,-22.43,60,1.8282,0.0527,18.78,152,7.1,39.08,0.49,-1.3325,36.7071,9000
1598,346.7,8.717,-22.51,60,1.7875,0.0516,18.8,152,7.1,39.07,0.48,-1.3323,36.7071,9000
1600,346.38,8.724,-22.61,61,1.7875,0.0516,18.81,152,7,39.07,0.48,-1.3322,36.707,9000
1602,346.04,8.731,-22.62,62,1.7468,0.0505,18.82,152,7,39.06,0.47,-1.3322,36.7069,9000
1604,345.7,8.738,-22.7,63,1.7468,0.0505,18.84,152,7,39.06,0.47,-1.332,36.7069,9000
1606,345.36,8.745,-22.79,63,1.7468,0.0506,18.85,151,6.9,39.05,0.47,-1.3319,36.7068,9000
1608,345.04,8.752,-22.84,63,1.7061,0.0494,18.86,151,6.9,39.04,0.46,-1.3318,36.7067,9000
1610,344.69,8.76,-22.85,64,1.706,0.0495,18.88,151,6.9,39.03,0.46,-1.3317,36.7067,9000
1612,344.33,8.767,-22.96,65,1.706,0.0495,18.89,151,6.8,39.03,0.46,-1.3316,36.7067,9000
1614,343.98,8.775,-23.05,66,1.706,0.0496,18.9,150,6.8,39.02,0.46,-1.3315,36.7066,9000
1616,343.62,8.782,-23.12,66,1.706,0.0496,18.92,150,6.8,39.02,0.46,-1.3314,36.7065,9000
1618,343.27,8.79,-23.18,66,1.706,0.0497,18.93,150,6.8,39.02,0.46,-1.3313,36.7065,9000
1620,342.93,8.797,-23.18,67,1.7059,0.0497,18.95,149,6.8,39.01,0.46,-1.3311,36.7064,9000
1622,342.56,8.805,-23.17,67,1.7059,0.0498,18.96,149,6.8,39,0.46,-1.331,36.7064,9000
1624,342.2,8.813,-23.27,66,1.7058,0.0498,18.97,148,6.9,38.99,0.46,-1.331,36.7063,9000
1626,341.81,8.821,-23.38,66,1.7058,0.0499,18.99,148,6.9,38.99,0.46,-1.3309,36.7062,9000
1628,341.46,8.829,-23.46,65,1.6651,0.0488,19,147,7,38.97,0.45,-1.3307,36.7061,9000
1630,341.11,8.836,-23.43,63,1.6651,0.0488,19.02,147,7.1,38.97,0.45,-1.3307,36.706,9000
1632,340.75,8.844,-23.34,62,1.6651,0.0489,19.03,147,7.1,38.96,0.45,-1.3306,36.706,9000
1634,340.41,8.851,-23.34,62,1.6651,0.0489,19.04,146,7.2,38.96,0.45,-1.3304,36.706,9000
1636,340.09,8.858,-23.45,62,1.6651,0.049,19.06,146,7.3,38.96,0.45,-1.3303,36.7059,9000
1638,339.75,8.865,-23.49,61,1.665,0.049,19.07,146,7.4,38.96,0.45,-1.3302,36.7057,9000
1640,339.4,8.873,-23.46,60,1.665,0.0491,19.08,146,7.4,38.95,0.45,-1.3301,36.7057,9000
1642,339.04,8.881,-23.51,59,1.6244,0.0479,19.1,145,7.5,38.95,0.44,-1.33,36.7057,9000
1644,338.69,8.888,-23.57,58,1.6243,0.048,19.11,145,7.5,38.94,0.44,-1.3298,36.7055,9000
1646,338.33,8.896,-23.62,57,1.6243,0.048,19.12,145,7.5,38.93,0.44,-1.3298,36.7054,9000
1648,338.01,8.903,-23.67,58,1.6243,0.0481,19.14,145,7.6,38.93,0.44,-1.3297,36.7054,9000
1650,337.72,8.909,-23.68,59,1.6243,0.0481,19.15,145,7.6,38.93,0.44,-1.3295,36.7053,9000
1652,337.39,8.916,-23.73,60,1.6242,0.0481,19.16,144,7.6,38.92,0.44,-1.3294,36.7052,9000
1654,337.08,8.923,-23.8,59,1.5836,0.047,19.17,144,7.6,38.91,0.43,-1.3293,36.7051,9000
1656,336.74,8.93,-23.87,59,1.5835,0.047,19.18,143,7.6,38.89,0.43,-1.3292,36.7051,9000
1658,336.35,8.939,-23.94,59,1.5834,0.0471,19.2,142,7.6,38.88,0.43,-1.3291,36.705,9000
1660,336.01,8.946,-24.02,59,1.5834,0.0471,19.21,142,7.6,38.88,0.43,-1.329,36.7049,9000
1662,335.68,8.953,-24.15,59,1.5834,0.0472,19.22,141,7.6,38.88,0.43,-1.3289,36.7048,9000
1664,335.36,8.96,-24.22,59,1.5834,0.0472,19.23,140,7.6,38.87,0.43,-1.3287,36.7048,9000
1666,335.03,8.967,-24.17,59,1.5427,0.046,19.25,139,7.6,38.86,0.42,-1.3287,36.7047,9000
1668,334.67,8.975,-24.14,58,1.5426,0.0461,19.26,138,7.6,38.84,0.42,-1.3286,36.7046,9000
1670,334.31,8.983,-24.16,58,1.5426,0.0461,19.27,138,7.6,38.84,0.42,-1.3284,36.7044,9000
1672,334,8.99,-24.22,58,1.5426,0.0462,19.28,137,7.6,38.84,0.42,-1.3283,36.7044,9000
1674,333.71,8.996,-24.31,58,1.5426,0.0462,19.29,137,7.6,38.83,0.42,-1.3283,36.7043,9000
1676,333.4,9.003,-24.37,57,1.5425,0.0463,19.31,137,7.6,38.82,0.42,-1.3282,36.7042,9000
1678,333.11,9.009,-24.41,57,1.5425,0.0463,19.32,137,7.6,38.82,0.42,-1.3281,36.7041,9000
1680,332.81,9.016,-24.45,56,1.5425,0.0463,19.33,137,7.6,38.81,0.42,-1.3279,36.704,9000
1682,332.49,9.023,-24.39,55,1.5425,0.0464,19.34,137,7.6,38.81,0.42,-1.3279,36.7039,9000
1684,332.18,9.03,-24.45,54,1.5424,0.0464,19.35,137,7.6,38.8,0.42,-1.3278,36.7038,9000
1686,331.86,9.037,-24.51,53,1.5424,0.0465,19.36,137,7.6,38.79,0.42,-1.3276,36.7037,9000
1688,331.52,9.044,-24.53,52,1.5424,0.0465,19.37,138,7.5,38.79,0.42,-1.3275,36.7037,9000
1690,331.19,9.052,-24.58,52,1.5423,0.0466,19.39,138,7.5,38.78,0.42,-1.3275,36.7036,9000
1692,330.89,9.058,-24.61,51,1.5423,0.0466,19.4,138,7.5,38.77,0.42,-1.3274,36.7034,9000
1694,330.54,9.066,-24.64,49,1.5422,0.0467,19.41,138,7.5,38.76,0.42,-1.3272,36.7033,9000
1696,330.17,9.074,-24.69,49,1.5422,0.0467,19.42,138,7.5,38.77,0.42,-1.3271,36.7033,9000
1698,329.83,9.081,-24.73,49,1.5422,0.0468,19.44,138,7.5,38.76,0.42,-1.3271,36.7032,9000
1700,329.49,9.089,-24.81,48,1.5422,0.0468,19.45,138,7.5,38.76,0.42,-1.3269,36.7031,9000
1702,329.16,9.096,-24.89,47,1.5827,0.0481,19.46,137,7.5,38.75,0.43,-1.3268,36.703,9000
1704,328.81,9.104,-24.97,47,1.5421,0.0469,19.47,137,7.4,38.74,0.42,-1.3267,36.7029,9000
1706,328.48,9.111,-25.03,47,1.5421,0.0469,19.49,137,7.4,38.74,0.42,-1.3267,36.7028,9000
1708,328.14,9.119,-25.09,47,1.5421,0.047,19.5,136,7.4,38.73,0.42,-1.3265,36.7027,9000
1710,327.79,9.127,-25.17,46,1.5421,0.047,19.51,136,7.4,38.73,0.42,-1.3264,36.7027,9000
1712,327.45,9.134,-25.23,46,1.5421,0.0471,19.53,136,7.4,38.73,0.42,-1.3264,36.7026,9000
1714,327.13,9.141,-25.28,46,1.542,0.0471,19.54,136,7.4,38.72,0.42,-1.3263,36.7025,9000
1716,326.82,9.148,-25.29,45,1.542,0.0472,19.55,136,7.4,38.71,0.42,-1.3261,36.7024,9000
1718,326.49,9.155,-25.37,44,1.5419,0.0472,19.56,135,7.3,38.7,0.42,-1.326,36.7023,9000
1720,326.15,9.163,-25.4,43,1.5419,0.0473,19.57,135,7.3,38.69,0.42,-1.326,36.7022,9000
1722,325.82,9.17,-25.48,43,1.5419,0.0473,19.59,135,7.3,38.69,0.42,-1.3259,36.7021,9000
1724,325.49,9.178,-25.56,43,1.5419,0.0474,19.6,135,7.3,38.69,0.42,-1.3258,36.702,9000
1726,325.16,9.185,-25.64,43,1.5418,0.0474,19.61,135,7.2,38.67,0.42,-1.3257,36.7019,9000
1728,324.84,9.192,-25.71,43,1.5012,0.0462,19.62,135,7.2,38.66,0.41,-1.3256,36.7018,9000
1730,324.57,9.198,-25.79,44,1.5012,0.0463,19.63,135,7.2,38.66,0.41,-1.3255,36.7017,9000
1732,324.25,9.205,-25.88,44,1.5011,0.0463,19.64,135,7.2,38.65,0.41,-1.3254,36.7016,9000
1734,323.91,9.213,-25.92,44,1.5011,0.0463,19.66,135,7.1,38.65,0.41,-1.3253,36.7015,9000
1736,323.59,9.22,-25.98,43,1.5011,0.0464,19.67,135,7.1,38.65,0.41,-1.3252,36.7014,9000
1738,323.26,9.227,-26.06,42,1.501,0.0464,19.68,135,7.1,38.63,0.41,-1.3251,36.7013,9000
1740,322.95,9.234,-26.09,41,1.5416,0.0477,19.69,135,7.1,38.63,0.42,-1.325,36.7012,9000
1742,322.62,9.242,-26.1,40,1.501,0.0465,19.7,135,7.1,38.62,0.41,-1.325,36.7011,9000
1744,322.29,9.249,-26.18,39,1.5415,0.0478,19.72,135,7.1,38.61,0.42,-1.3249,36.7011,9000
1746,322,9.256,-26.26,39,1.5009,0.0466,19.73,135,7.1,38.61,0.41,-1.3248,36.701,9000
1748,321.67,9.263,-26.32,39,1.5414,0.0479,19.74,135,7.1,38.6,0.42,-1.3247,36.7009,9000
1750,321.35,9.27,-26.27,38,1.5414,0.048,19.75,135,7.2,38.59,0.42,-1.3246,36.7009,9000
1752,321.04,9.277,-26.19,37,1.5414,0.048,19.76,134,7.2,38.59,0.42,-1.3244,36.7008,9000
1754,320.71,9.285,-26.22,35,1.5414,0.0481,19.78,134,7.3,38.59,0.42,-1.3244,36.7006,9000
1756,320.37,9.292,-26.29,34,1.5414,0.0481,19.79,134,7.4,38.59,0.42,-1.3243,36.7005,9000
1758,320.03,9.3,-26.36,34,1.5413,0.0482,19.8,134,7.4,38.58,0.42,-1.3242,36.7005,9000
1760,319.69,9.308,-26.45,33,1.5413,0.0482,19.81,134,7.5,38.57,0.42,-1.3241,36.7004,9000
1762,319.37,9.315,-26.53,33,1.5413,0.0483,19.83,134,7.6,38.57,0.42,-1.324,36.7002,9000
1764,319.08,9.321,-26.62,33,1.5412,0.0483,19.84,133,7.7,38.56,0.42,-1.3239,36.7002,9000
1766,318.77,9.328,-26.65,33,1.5412,0.0483,19.85,133,7.7,38.56,0.42,-1.3238,36.7001,9000
1768,318.46,9.335,-26.69,33,1.5411,0.0484,19.86,133,7.8,38.54,0.42,-1.3237,36.7,9000
1770,318.14,9.343,-26.81,33,1.5816,0.0497,19.87,133,7.8,38.53,0.43,-1.3236,36.6999,9000
1772,317.8,9.351,-26.9,33,1.5816,0.0498,19.89,132,7.9,38.52,0.43,-1.3235,36.6998,9000
1774,317.46,9.358,-26.97,33,1.5815,0.0498,19.9,132,7.9,38.51,0.43,-1.3234,36.6997,9000
1776,317.14,9.366,-27.04,33,1.5815,0.0499,19.91,132,7.9,38.5,0.43,-1.3233,36.6995,9000
1778,316.83,9.373,-27.11,33,1.5815,0.0499,19.93,132,7.9,38.5,0.43,-1.3232,36.6994,9000
1780,316.52,9.38,-27.13,32,1.5814,0.05,19.94,132,7.8,38.49,0.43,-1.3231,36.6993,9000
1782,316.22,9.386,-27.15,31,1.5814,0.05,19.95,131,7.8,38.49,0.43,-1.323,36.6992,9000
1784,315.91,9.394,-27.19,30,1.5814,0.0501,19.96,131,7.8,38.48,0.43,-1.323,36.6991,9000
1786,315.56,9.401,-27.25,29,1.5813,0.0501,19.98,131,7.7,38.47,0.43,-1.3229,36.699,9000
1788,315.23,9.409,-27.25,29,1.6219,0.0515,19.99,131,7.6,38.47,0.44,-1.3227,36.6989,9000
1790,314.93,9.416,-27.27,30,1.6218,0.0515,20,131,7.6,38.46,0.44,-1.3227,36.6988,9000
1792,314.64,9.422,-27.34,31,1.6623,0.0528,20.01,131,7.5,38.45,0.45,-1.3226,36.6987,9000
